Product,ActionSet,Action,Action_Describe,Action_Link,Node_Name
SAS Visual Data Mining and Machine Learning,autotune,tuneAll,Automatically tunes hyperparameters for multiple models types concurrently.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tuneall.htm&locale=en,A_tuneAll0
SAS Visual Data Mining and Machine Learning,autotune,tuneBnet,Automatically adjusts Bayesian network classifier parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunebnet.htm&locale=en,A_tuneBnet0
SAS Visual Data Mining and Machine Learning,autotune,tuneDecisionTree,Automatically adjusts decision tree parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunedecisiontree.htm&locale=en,A_tuneDecisionTree0
SAS Visual Data Mining and Machine Learning,autotune,tuneFactMac,Automatically adjusts factorization machine parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunefactmac.htm&locale=en,A_tuneFactMac0
SAS Visual Data Mining and Machine Learning,autotune,tuneForest,Automatically adjusts forest parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tuneforest.htm&locale=en,A_tuneForest0
SAS Visual Data Mining and Machine Learning,autotune,tuneGlm,Automatically adjusts linear regression parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tuneglm.htm&locale=en,A_tuneGlm0
SAS Visual Data Mining and Machine Learning,autotune,tuneGradientBoostTree,Automatically adjusts gradient boosting tree parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunegradientboosttree.htm&locale=en,A_tuneGradientBoostTree0
SAS Visual Data Mining and Machine Learning,autotune,tuneGraphMultiReg,Automatically adjusts Generalized Linear Multitask Learning technique parameters to tune for best objective metric value,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunegraphmultireg.htm&locale=en,A_tuneGraphMultiReg0
SAS Visual Data Mining and Machine Learning,autotune,tuneLabelSpread,Automatically adjusts Label Spreading technique parameters to tune for best objective metric value,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunelabelspread.htm&locale=en,A_tuneLabelSpread0
SAS Visual Data Mining and Machine Learning,autotune,tuneLogistic,Automatically adjusts logistic regression parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunelogistic.htm&locale=en,A_tuneLogistic0
SAS Visual Data Mining and Machine Learning,autotune,tuneNeuralNet,Automatically adjusts neural network parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tuneneuralnet.htm&locale=en,A_tuneNeuralNet0
SAS Visual Data Mining and Machine Learning,autotune,tuneSvm,Automatically adjusts support vector machine parameters to tune a model for minimum error,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunesvm.htm&locale=en,A_tuneSvm0
SAS Visual Data Mining and Machine Learning,autotune,tuneTsne,Automatically adjusts t-Distributed Stochastic Neighbor Embedding algorithm parameters to tune for minimum loss,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-autotune-tunetsne.htm&locale=en,A_tuneTsne0
SAS Visual Data Mining and Machine Learning,bayesianNetClassifier,bnet,Bayesian Net Classifier Action,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-bayesiannetclassifier-bnet.htm&locale=en,A_bnet0
SAS Visual Data Mining and Machine Learning,bioMedImage,buildSurface,Builds surfaces from 3-D biomedical images,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-biomedimage-buildsurface.htm&locale=en,A_buildSurface0
SAS Visual Data Mining and Machine Learning,bioMedImage,loadDicomData,Loads DICOM data,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-biomedimage-loaddicomdata.htm&locale=en,A_loadDicomData0
SAS Visual Data Mining and Machine Learning,bioMedImage,processBioMedImages,Processes biomedical images,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-biomedimage-processbiomedimages.htm&locale=en,A_processBioMedImages0
SAS Visual Data Mining and Machine Learning,bioMedImage,quantifyBioMedImages,Quantifies biomedical images,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-biomedimage-quantifybiomedimages.htm&locale=en,A_quantifyBioMedImages0
SAS Visual Data Mining and Machine Learning,bioMedImage,segmentBioMedImages,Segments biomedical images,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-biomedimage-segmentbiomedimages.htm&locale=en,A_segmentBioMedImages0
SAS Visual Data Mining and Machine Learning,boolRule,brScore,Scores text data based on Boolean rules,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-boolrule-brscore.htm&locale=en,A_brScore0
SAS Visual Data Mining and Machine Learning,boolRule,brTrain,Extracts Boolean rules from text,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-boolrule-brtrain.htm&locale=en,A_brTrain0
SAS Visual Data Mining and Machine Learning,builtins,actionSetFromTable,Restores a user-defined action set from a saved table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-actionsetfromtable.htm&locale=en,A_actionSetFromTable1
SAS Visual Data Mining and Machine Learning,builtins,actionSetInfo,Shows the build information from loaded action sets,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-actionsetinfo.htm&locale=en,A_actionSetInfo0
SAS Visual Data Mining and Machine Learning,builtins,actionSetToTable,Makes an in-memory table from a user-defined action set,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-actionsettotable.htm&locale=en,A_actionSetToTable2
SAS Visual Data Mining and Machine Learning,builtins,addNode,Adds a machine to the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-addnode.htm&locale=en,A_addNode0
SAS Visual Data Mining and Machine Learning,builtins,defineActionSet,Defines a new user-defined action set,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-defineactionset.htm&locale=en,A_defineActionSet0
SAS Visual Data Mining and Machine Learning,builtins,describeActionSet,Describes a user-defined action set,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-describeactionset.htm&locale=en,A_describeActionSet1
SAS Visual Data Mining and Machine Learning,builtins,dropActionSet,Drops a user-defined action set,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-dropactionset.htm&locale=en,A_dropActionSet1
SAS Visual Data Mining and Machine Learning,builtins,echo,Prints the supplied parameters to the client log,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-echo.htm&locale=en,A_echo0
SAS Visual Data Mining and Machine Learning,builtins,getCacheInfo,Retrieves info about CAS_DISK_CACHE usage on session worker nodes,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-getcacheinfo.htm&locale=en,A_getCacheInfo2
SAS Visual Data Mining and Machine Learning,builtins,getLicenseInfo,Shows the license information for a SAS product,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-getlicenseinfo.htm&locale=en,A_getLicenseInfo1
SAS Visual Data Mining and Machine Learning,builtins,getLicensedProductInfo,Shows the information for licensed SAS products,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-getlicensedproductinfo.htm&locale=en,A_getLicensedProductInfo1
SAS Visual Data Mining and Machine Learning,builtins,help,Shows the parameters for an action or lists all available actions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-help.htm&locale=en,A_help1
SAS Visual Data Mining and Machine Learning,builtins,history,Shows the actions that were run in this session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-history.htm&locale=en,A_history1
SAS Visual Data Mining and Machine Learning,builtins,httpAddress,Shows the HTTP address for the server monitor,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-httpaddress.htm&locale=en,A_httpAddress1
SAS Visual Data Mining and Machine Learning,builtins,installActionSet,Loads an action set in new sessions automatically,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-installactionset.htm&locale=en,A_installActionSet1
SAS Visual Data Mining and Machine Learning,builtins,listNodes,Shows the host names used by the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-listnodes.htm&locale=en,A_listNodes1
SAS Visual Data Mining and Machine Learning,builtins,loadActionSet,Loads an action set for use in this session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-loadactionset.htm&locale=en,A_loadActionSet1
SAS Visual Data Mining and Machine Learning,builtins,log,Shows and modifies logging levels,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-log.htm&locale=en,A_log1
SAS Visual Data Mining and Machine Learning,builtins,modifyQueue,Modifies the action response queue settings,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-modifyqueue.htm&locale=en,A_modifyQueue2
SAS Visual Data Mining and Machine Learning,builtins,ping,Sends a single request to the server to confirm that the connection is working,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-ping.htm&locale=en,A_ping2
SAS Visual Data Mining and Machine Learning,builtins,queryActionSet,Shows whether an action set is loaded,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-queryactionset.htm&locale=en,A_queryActionSet1
SAS Visual Data Mining and Machine Learning,builtins,queryName,Checks whether a name is an action or action set name,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-queryname.htm&locale=en,A_queryName1
SAS Visual Data Mining and Machine Learning,builtins,reflect,Shows detailed parameter information for an action or all actions in an action set,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-reflect.htm&locale=en,A_reflect0
SAS Visual Data Mining and Machine Learning,builtins,refreshLicense,Refresh SAS license information from a file,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-refreshlicense.htm&locale=en,A_refreshLicense1
SAS Visual Data Mining and Machine Learning,builtins,removeNode,Remove one or more machines from the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-removenode.htm&locale=en,A_removeNode1
SAS Visual Data Mining and Machine Learning,builtins,serverStatus (about),Shows the status of the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-serverstatus.htm&locale=en,A_serverStatus (about)1
SAS Visual Data Mining and Machine Learning,builtins,shutdown,Shuts down the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-shutdown.htm&locale=en,A_shutdown1
SAS Visual Data Mining and Machine Learning,builtins,userInfo,Shows the user information for your connection,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-builtins-userinfo.htm&locale=en,A_userInfo2
SAS Visual Data Mining and Machine Learning,cardinality,summarize,Provides actions for evaluating data cardinality,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-cardinality-summarize.htm&locale=en,A_summarize1
SAS Visual Data Mining and Machine Learning,sccasl,runCasl,Runs CASL code,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sccasl-runcasl.htm&locale=en,A_runCasl2
SAS Visual Data Mining and Machine Learning,clustering,kClus,Provides k-means clustering,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-clustering-kclus.htm&locale=en,A_kClus1
SAS Visual Data Mining and Machine Learning,dataPreprocess,binning,Performs unsupervised variable discretization,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-binning.htm&locale=en,A_binning0
SAS Visual Data Mining and Machine Learning,dataPreprocess,catTrans,Groups and encodes categorical variables using unsupervised and supervised grouping techniques,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-cattrans.htm&locale=en,A_catTrans1
SAS Visual Data Mining and Machine Learning,dataPreprocess,discretize,Performs supervised and unsupervised variable discretization,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-discretize.htm&locale=en,A_discretize1
SAS Visual Data Mining and Machine Learning,dataPreprocess,highCardinality,Performs randomized cardinality estimation,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-highcardinality.htm&locale=en,A_highCardinality1
SAS Visual Data Mining and Machine Learning,dataPreprocess,histogram,Generates histogram bins and simple bin-based statistics for numeric variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-histogram.htm&locale=en,A_histogram1
SAS Visual Data Mining and Machine Learning,dataPreprocess,impute,Performs data matrix (variable) imputation,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-impute.htm&locale=en,A_impute0
SAS Visual Data Mining and Machine Learning,dataPreprocess,kde,Computes kernel density estimation,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-kde.htm&locale=en,A_kde2
SAS Visual Data Mining and Machine Learning,dataPreprocess,outlier,Performs outlier detection and treatment,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-outlier.htm&locale=en,A_outlier0
SAS Visual Data Mining and Machine Learning,dataPreprocess,rustats,"Computes robust univariate statistics, centralized moments, quantiles, and frequency distribution statistics",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-rustats.htm&locale=en,A_rustats1
SAS Visual Data Mining and Machine Learning,dataPreprocess,transform,"Performs pipelined variable imputation, outlier detection and treatment, functional transformation, binning, and robust univariate statistics to evaluate the quality of the transformation",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-datapreprocess-transform.htm&locale=en,A_transform2
SAS Visual Data Mining and Machine Learning,dataSciencePilot,analyzeMissingPatterns,Missing pattern analysis,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-analyzemissingpatterns.htm&locale=en,A_analyzeMissingPatterns0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,detectInteractions,Variable interaction detection and ranking,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-detectinteractions.htm&locale=en,A_detectInteractions0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,dsAutoMl,"Automated machine learning pipeline exploration, execution and ranking.",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-dsautoml.htm&locale=en,A_dsAutoMl0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,exploreCorrelation,Explore linear and nonlinear correlation among the variables.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-explorecorrelation.htm&locale=en,A_exploreCorrelation0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,exploreData,"Exploration, automatic variable analysis and grouping using comprehensive statistical profiling of the variables.",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-exploredata.htm&locale=en,A_exploreData0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,featureMachine,Automated feature transformation and generation engine,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-featuremachine.htm&locale=en,A_featureMachine0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,generateShadowFeatures,Generate shadow features.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-generateshadowfeatures.htm&locale=en,A_generateShadowFeatures0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,screenVariables,Screens noise variables and variables that need special transformations to be useful in the downstream analytics.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-screenvariables.htm&locale=en,A_screenVariables0
SAS Visual Data Mining and Machine Learning,dataSciencePilot,selectFeatures,Feature selection,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-datasciencepilot-selectfeatures.htm&locale=en,A_selectFeatures0
SAS Visual Data Mining and Machine Learning,dataStep,runCode,Runs DATA step code,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-datastep-runcode.htm&locale=en,A_runCode0
SAS Visual Data Mining and Machine Learning,dataStep,runCodeTable,Runs DATA step code stored in a CAS table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-datastep-runcodetable.htm&locale=en,A_runCodeTable1
SAS Visual Data Mining and Machine Learning,decisionTree,dtreeCode,Generates DATA step scoring code from a decision tree model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-dtreecode.htm&locale=en,A_dtreeCode1
SAS Visual Data Mining and Machine Learning,decisionTree,dtreeExportModel,Export the aStore model for a tree model table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-dtreeexportmodel.htm&locale=en,A_dtreeExportModel2
SAS Visual Data Mining and Machine Learning,decisionTree,dtreeMerge,Merges decision tree nodes,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-dtreemerge.htm&locale=en,A_dtreeMerge1
SAS Visual Data Mining and Machine Learning,decisionTree,dtreePrune,Prune a decision tree,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-dtreeprune.htm&locale=en,A_dtreePrune2
SAS Visual Data Mining and Machine Learning,decisionTree,dtreeScore,Scores a table using a decision tree model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-dtreescore.htm&locale=en,A_dtreeScore1
SAS Visual Data Mining and Machine Learning,decisionTree,dtreeSplit,Splits decision tree nodes,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-dtreesplit.htm&locale=en,A_dtreeSplit2
SAS Visual Data Mining and Machine Learning,decisionTree,dtreeTrain,Trains a decision tree,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-dtreetrain.htm&locale=en,A_dtreeTrain2
SAS Visual Data Mining and Machine Learning,decisionTree,forestCode,Generates DATA step scoring code from a forest model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-forestcode.htm&locale=en,A_forestCode1
SAS Visual Data Mining and Machine Learning,decisionTree,forestScore,Scores a table using a forest model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-forestscore.htm&locale=en,A_forestScore2
SAS Visual Data Mining and Machine Learning,decisionTree,forestTrain,Trains a forest. This action requires a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-foresttrain.htm&locale=en,A_forestTrain1
SAS Visual Data Mining and Machine Learning,decisionTree,gbtreeCode,Generates DATA step scoring code from a gradient boosting tree model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-gbtreecode.htm&locale=en,A_gbtreeCode2
SAS Visual Data Mining and Machine Learning,decisionTree,gbtreeScore,Scores a table using a gradient boosting tree model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-gbtreescore.htm&locale=en,A_gbtreeScore0
SAS Visual Data Mining and Machine Learning,decisionTree,gbtreeTrain,Trains a gradient boosting tree. This action requires a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-gbtreetrain.htm&locale=en,A_gbtreeTrain1
SAS Visual Data Mining and Machine Learning,deepLearn,addLayer,Adds a layer to a Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-addlayer.htm&locale=en,A_addLayer0
SAS Visual Data Mining and Machine Learning,deepLearn,buildModel,Creates an empty Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-buildmodel.htm&locale=en,A_buildModel0
SAS Visual Data Mining and Machine Learning,deepLearn,dlExportModel,Exports a Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dlexportmodel.htm&locale=en,A_dlExportModel0
SAS Visual Data Mining and Machine Learning,deepLearn,dlImportModelWeights,Imports model weights from an external source,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dlimportmodelweights.htm&locale=en,A_dlImportModelWeights0
SAS Visual Data Mining and Machine Learning,deepLearn,dlJoin,Joins the data table and the annotation table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dljoin.htm&locale=en,A_dlJoin0
SAS Visual Data Mining and Machine Learning,deepLearn,dlLabelTarget,Assigns the target label information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dllabeltarget.htm&locale=en,A_dlLabelTarget0
SAS Visual Data Mining and Machine Learning,deepLearn,dlPrune,Prunes a layer in a Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dlprune.htm&locale=en,A_dlPrune0
SAS Visual Data Mining and Machine Learning,deepLearn,dlScore,Scores a table using a Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dlscore.htm&locale=en,A_dlScore0
SAS Visual Data Mining and Machine Learning,deepLearn,dlTrain,Trains a Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dltrain.htm&locale=en,A_dlTrain0
SAS Visual Data Mining and Machine Learning,deepLearn,dlTune,Tunes hyperparameters for Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-dltune.htm&locale=en,A_dlTune0
SAS Visual Data Mining and Machine Learning,deepLearn,modelInfo,Displays model information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-modelinfo.htm&locale=en,A_modelInfo0
SAS Visual Data Mining and Machine Learning,deepLearn,removeLayer,Removes a layer from a Deep Learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeplearn-removelayer.htm&locale=en,A_removeLayer0
SAS Visual Data Mining and Machine Learning,deepNeural,dnnCode,Generates DATA step scoring code from a deep neural network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deepneural-dnncode.htm&locale=en,A_dnnCode0
SAS Visual Data Mining and Machine Learning,deepNeural,dnnExportModel,Exports a deep fully connected neural network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deepneural-dnnexportmodel.htm&locale=en,A_dnnExportModel0
SAS Visual Data Mining and Machine Learning,deepNeural,dnnScore,Scores a table with a deep neural network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deepneural-dnnscore.htm&locale=en,A_dnnScore0
